Nome: GOIANIA
Codigo Estacao: 83423
Latitude: -16.67305554
Longitude: -49.26388888
Altitude: 748.53
Situacao: Operante
Data Inicial: 2015-01-01
Data Final: 2025-08-27
Periodicidade da Medicao: Diaria

Data Medicao;EVAPORACAO DO PICHE, DIARIA(mm);INSOLACAO TOTAL, DIARIO(h);PRECIPITACAO TOTAL, DIARIO(mm);TEMPERATURA MAXIMA, DIARIA(°C);TEMPERATURA MEDIA COMPENSADA, DIARIA(°C);TEMPERATURA MINIMA, DIARIA(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA(%);VENTO, VELOCIDADE MEDIA DIARIA(m/s);
2021-05-27;6,7;null;0;33,7;25,7;17,7;55,5;36;,7;
2021-05-28;5;null;0;32,5;25,4;19,3;56,3;40;,5;
2021-05-29;6,5;null;0;31,7;24,5;19,1;61;40;,5;
2021-05-30;5,4;null;0;32,6;25;17,6;58,3;44;,8;
2021-05-31;5,6;null;0;31,9;24,2;17;62,5;41;,5;
2021-06-01;5,9;null;0;32,4;25;17,7;53;35;,3;
2021-06-02;7,4;null;0;32,8;24,3;18;55,5;31;,4;
2021-06-03;6,3;null;0;32,3;24,4;17;48;32;,6;
2021-06-04;7,5;null;0;31,8;23,9;16,3;42,5;27;1,7;
2021-06-05;8,5;null;0;31,1;23,7;15,8;53;36;1,1;
2021-06-06;6,9;null;0;31,9;24,6;18;51,5;38;1,1;
2021-06-07;5,8;null;0;32;23,9;16,1;50,3;32;,8;
2021-06-08;6,7;null;0;33;24,2;15,7;54,3;31;,8;
2021-06-09;7,4;null;0;33;24,6;17,5;49,5;29;,8;
2021-06-10;7,6;null;0;31,9;25,2;18,1;50;30;,9;
2021-06-11;7,1;null;0;26,4;21,8;19,2;75,8;54;1,5;
2021-06-12;2,5;null;0;29,6;22,1;16,9;62,8;42;1,2;
2021-06-13;5,7;null;0;32,1;24,4;17;52,5;36;1,3;
2021-06-14;7,2;null;0;31,8;22,8;18;66;44;1,4;
2021-06-15;5,4;null;0;30,3;22,7;16,5;57;35;,5;
2021-06-16;5,5;null;0;30,4;21,4;14,5;49;28;1;
2021-06-17;7,3;null;0;30,7;20,7;13,1;46,3;25;,3;
2021-06-18;6,9;null;0;32,2;21,3;12;44,3;23;,7;
2021-06-19;7,4;null;0;31,4;22,6;14,7;51;29;,7;
2021-06-20;6,9;null;0;31;22,9;16;57,5;38;,1;
2021-06-21;6,8;null;0;32,3;23,6;15,6;47;29;,5;
2021-06-22;6,9;null;0;32,6;23,4;14,7;45;27;,4;
2021-06-23;6,7;null;0;32,3;23,7;15,7;47;32;,9;
2021-06-24;8,6;null;0;32,8;23,5;16,1;50;25;,9;
2021-06-25;8;null;0;32,3;24,2;16,7;44,5;27;,7;
2021-06-26;7,4;null;0;30,5;22,8;15,6;40;27;,9;
2021-06-27;9,8;null;0;30,3;21,2;13,5;41,8;21;,4;
2021-06-28;7,6;null;0;29,8;21,1;12,8;46;27;,2;
2021-06-29;7,4;null;0;22,3;16,3;12;63,8;47;1,4;
2021-06-30;5,2;null;0;24,2;16;8,4;36,5;25;1,4;
2021-07-01;7,1;null;0;29,7;19,8;9,7;38,8;27;1;
2021-07-02;8,6;null;0;30,7;22,2;12;43,5;29;1,4;
2021-07-03;8,2;null;0;30,3;22,2;14,4;44,5;29;,7;
2021-07-04;8,3;null;0;28,7;20;12,3;48,5;28;1;
2021-07-05;8,1;null;0;29,4;21,6;12,9;39,5;27;1,4;
2021-07-06;8,2;null;0;29,6;21;12,1;42,3;27;1;
2021-07-07;7,4;null;0;31,2;21,7;12,1;40,8;24;,4;
2021-07-08;8,4;null;0;30;20,7;12,2;42,5;22;,3;
2021-07-09;8,2;null;0;30,7;21,2;12,6;43,3;22;,7;
2021-07-10;7,9;null;0;30,2;22;13,9;38,3;23;,6;
2021-07-11;8,1;null;0;29,5;20,7;13;44;20;,6;
2021-07-12;8,3;null;0;30,9;21,6;12,5;41,8;23;,8;
2021-07-13;8,8;null;0;31,3;22,9;14,7;37,3;22;1,5;
2021-07-14;10;null;0;30,1;22,2;15,5;43,5;26;1;
2021-07-15;8,6;null;0;31,7;22,3;13,6;45,8;24;,8;
2021-07-16;7,6;null;0;32,5;22,5;13,7;49;35;,5;
2021-07-17;7,8;null;0;33,3;23,3;14,4;44,5;23;,6;
2021-07-18;8,1;null;0;32,5;23,2;14,8;50;28;1,1;
2021-07-19;9,7;null;0;29,7;20,2;14;37;22;1,5;
2021-07-20;9,3;null;0;32,3;21,6;11,3;34,5;21;,5;
2021-07-21;8,6;null;0;32,8;23,3;11,9;39,5;26;,9;
2021-07-22;9,3;null;0;32,1;24,5;17,2;39,3;25;1,4;
2021-07-23;10,5;null;0;30,1;23,1;16,8;41,5;30;1,6;
2021-07-24;9,7;null;0;29,8;22,4;16;39;26;2;
2021-07-25;9,3;null;0;30,9;23;16,4;41,3;26;,8;
2021-07-26;9,1;null;0;31,9;23,2;14,6;41;26;,9;
2021-07-27;8,1;null;0;32,1;23,1;14,3;43,8;29;,4;
2021-07-28;9,4;null;0;29,8;21,3;15,4;48,3;36;1,7;
2021-07-29;9,6;null;0;24,3;16,8;10;33;27;1,2;
2021-07-30;9,4;null;0;28,8;19,1;9,2;34,3;26;,5;
2021-07-31;9,8;null;0;32,5;23,1;12,1;36;24;,7;
2021-08-01;9,3;null;0;32,5;24,4;17;39,8;28;1,5;
2021-08-02;9,2;null;0;31,9;23,7;15,6;40,8;28;1,3;
2021-08-03;8,1;null;0;31,5;24;14,9;34,3;24;,9;
2021-08-04;10,6;null;0;31;23,5;16,2;35,3;23;,4;
2021-08-05;9,8;null;0;31,5;23,4;17,6;36,3;26;1,5;
2021-08-06;9,8;null;0;28,9;22,2;17,4;45,5;31;1,9;
2021-08-07;8,4;null;0;28,8;22,6;18;45,8;33;1,3;
2021-08-08;8,4;null;0;30,8;23,2;16;40,3;23;1,3;
2021-08-09;9,4;null;0;31,7;24,2;15,3;35,5;25;1,1;
2021-08-10;9;null;0;31,3;24,3;17,6;41,8;27;,2;
2021-08-11;7,9;null;0;33,4;24,1;15,5;36;17;,7;
2021-08-12;9,6;null;0;33,9;24,5;14,6;34;18;1,2;
2021-08-13;10,7;null;0;34,7;26,2;17,9;32,3;21;,9;
2021-08-14;11,8;null;0;34,7;26,6;19,2;32,3;21;,5;
2021-08-15;10,4;null;0;34,9;25,5;16,1;30,8;18;,9;
2021-08-16;9,9;null;0;35,7;26;16,5;31,3;17;,7;
2021-08-17;10,1;null;0;35,2;26,2;17,7;32;18;,7;
2021-08-18;11,9;null;0;33,9;26;18,3;32,8;21;1,7;
2021-08-19;12,5;null;0;32,7;25,1;18,1;34,8;23;1;
2021-08-20;11,9;null;0;32,5;25,1;17,1;33,5;25;1,2;
2021-08-21;10,7;null;0;32,7;25,2;17;33;22;,7;
2021-08-22;12,2;null;0;34,6;26,4;18,8;35;23;1;
2021-08-23;10,2;null;0;34,8;26,9;18,7;32,8;24;,9;
2021-08-24;11,5;null;0;36;27,1;18,4;34;25;,4;
2021-08-25;10;null;0;36,4;28;19;33,8;22;,7;
2021-08-26;10,6;null;0;36,7;27,6;19;34,8;16;,5;
2021-08-27;12,1;null;0;36,5;28,5;21,1;30,5;20;1;
2021-08-28;13,6;null;0;34,3;27,7;22,1;35,3;27;1,1;
2021-08-29;10,4;null;0;34;26,1;20,6;41,5;27;1,8;
2021-08-30;9,6;null;0;33,6;25,6;19,1;39,3;28;2;
2021-08-31;9,4;null;5,3;32,9;25,4;18,8;38,8;26;1,1;
2021-09-01;10,6;null;0;32,6;25,5;18,7;37,5;27;1,6;
2021-09-02;9,9;null;0;34,3;26,6;19,9;35;21;1,2;
2021-09-03;11,1;null;0;34,6;26,5;19,4;34,8;22;,3;
2021-09-04;10;null;0;36,3;27,3;18,1;28,3;16;,8;
2021-09-05;13;null;0;37,7;27,9;18,3;30;17;,3;
2021-09-06;12,2;null;0;37,8;27,8;18,3;35,3;20;,9;
2021-09-07;11,2;null;0;38,7;29,5;20,3;27,5;13;,5;
2021-09-08;11;null;0;37,9;29,7;22,4;33,3;20;1,4;
2021-09-09;12;null;0;37,1;29,6;21,8;34,5;21;,4;
2021-09-10;11,1;null;0;35,8;28,8;23;47,5;33;1,8;
2021-09-11;9,6;null;0;38,6;29,7;22,5;37;20;,2;
2021-09-12;11,2;null;0;39,1;30,2;22,2;29,3;17;,8;
2021-09-13;13,2;null;0;38,8;29,4;20,8;23;11;,9;
2021-09-14;15,5;null;0;36,8;28,2;19,8;36,8;22;,5;
2021-09-15;11,5;null;0;37,7;29;21,8;36,3;22;,7;
2021-09-16;11,1;null;0;39,5;30,2;19,8;25;13;,9;
2021-09-17;17,1;null;0;36,9;28,5;19,3;25;20;2,1;
2021-09-18;13,1;null;0;37,3;28,1;18,9;25,5;16;1,1;
2021-09-19;14,2;null;0;38,9;29,2;18,7;23;13;1,4;
2021-09-20;14,5;null;0;40,4;30,3;20;25;14;,5;
2021-09-21;14,1;null;0;40,1;30,5;23,1;29;16;,9;
2021-09-22;12,9;null;0;39,9;31,3;20,8;24,8;15;,9;
2021-09-23;15,5;null;0;39,4;31,5;25;30,8;21;1,8;
2021-09-24;13,1;null;0;35,9;28,4;23,2;48,5;28;1,6;
2021-09-25;9,1;null;4,5;35,5;28,2;20,4;46,3;30;,8;
2021-09-26;8;null;49,3;30,1;22,8;17;70;47;1,5;
2021-09-27;4,4;null;0;34,7;25,8;17,8;49,3;32;,7;
2021-09-28;8,6;null;0;36,3;27,6;21,2;43;26;,8;
2021-09-29;8,3;null;8,2;37;28,6;21,5;42;26;1,4;
2021-09-30;10,7;null;0;36,7;28,1;22;48;29;,9;
2021-10-01;7,3;null;0;35,8;27;22,2;50;33;2,1;
2021-10-02;8,3;null;0;35,7;27,2;19,8;47,8;30;,9;
2021-10-03;9,2;null;0;35,6;28,5;21,5;48;41;1,4;
2021-10-04;7,8;null;0;37,1;27,7;22;58;28;1,2;
2021-10-05;8,1;null;15,6;35;27,9;20,3;51,8;37;1,3;
2021-10-06;7,2;null;0;37,9;30;22,4;37,3;20;,7;
2021-10-07;9;null;0;37,3;28,1;21,8;48,8;29;1,7;
2021-10-08;6,8;null;0;36;27,4;22,6;54,3;34;1,1;
2021-10-09;4,6;null;0;34,5;28,3;23,9;53;43;,4;
2021-10-10;7,5;null;3,6;31,3;23,9;20,6;78,3;52;1,3;
2021-10-11;3,3;null;17,8;29,5;24;18,8;73,3;57;1,4;
2021-10-12;3,2;null;1;32,1;25,7;20,3;60,8;47;1,5;
2021-10-13;5,6;null;0;34,2;28,2;21,8;57,5;41;1,3;
2021-10-14;6,6;null;0;30,5;24,6;21;73,5;59;1,6;
2021-10-15;5;null;0;34,6;28,1;20,3;47,8;31;1,8;
2021-10-16;7,5;null;9;32,6;26;19,6;60,8;48;1,4;
2021-10-17;5,2;null;,6;35,3;27,9;22,7;55,5;35;,3;
2021-10-18;5,8;null;15,5;28,8;24,4;20;73,3;58;1;
2021-10-19;3,8;null;16,7;28,8;23,8;18,8;76;62;1,7;
2021-10-20;3;null;11;31,9;24;19,1;76,8;53;1,3;
2021-10-21;6,1;null;101;33,3;26,9;19,7;53,5;41;1,2;
2021-10-22;6,6;null;0;33,5;27,4;21;48,5;33;1,3;
2021-10-23;6,9;null;0;32,3;26,4;20,8;61,5;46;1,5;
2021-10-24;6,2;null;0;29,9;24,7;21,4;69,3;63;2,4;
2021-10-25;4,8;null;0;32,8;25;19,5;63,8;46;1,9;
2021-10-26;4,9;null;7;31,9;25,5;19,7;68,5;61;1,9;
2021-10-27;4,2;null;,5;33,9;27,7;21,4;57;43;1,1;
2021-10-28;5;null;0;35,2;28,9;22,3;45;33;1,9;
2021-10-29;5,3;null;0;34,3;26,3;22;61,8;35;1,1;
2021-10-30;6,8;null;30,6;30,7;24,7;21,4;73;73;1,4;
2021-10-31;3,4;null;15,6;29,3;23;20;80,8;52;1,2;
2021-11-01;1,9;null;18,1;29,3;24,1;18,8;69,5;52;1;
2021-11-02;2,4;null;2,4;27,2;23,5;19,9;79,3;67;,8;
2021-11-03;2,3;null;,4;29,3;23,8;18,7;80,8;72;1;
2021-11-04;1,2;null;4,2;31,3;24,6;20;70,8;49;1,1;
2021-11-05;2,3;null;0;31,4;25,3;19;78,5;73;,6;
2021-11-06;1,5;null;15,3;33,9;26,6;20,3;63,5;40;1,4;
2021-11-07;2,4;null;0;32,8;25,2;21,4;73;57;1,6;
2021-11-08;3,6;null;1,1;32,3;23,7;19,7;82,3;70;,9;
2021-11-09;2;null;31,2;31,9;24;19,4;78;51;,7;
2021-11-10;2,5;null;23;30,5;24,8;20,6;75,3;68;1,8;
2021-11-11;2,5;null;2,2;30;24;19,8;85,8;80;,4;
2021-11-12;1,4;null;55,5;29,4;23,8;18,9;80;63;,9;
2021-11-13;2,2;null;26,9;26,7;22,6;19,5;88,8;80;1,1;
2021-11-14;1,3;null;41,7;29,2;23,5;20;83,8;68;1,2;
2021-11-15;2,3;null;16,5;29,8;24,1;19;70,3;56;1,4;
2021-11-16;2,6;null;6,6;26,9;22,6;19,6;84,3;70;,9;
2021-11-17;1,7;null;6,8;28,6;23,4;19,1;88,3;81;,9;
2021-11-18;2,3;null;55,5;26,6;22,4;19,2;89,5;85;,3;
2021-11-19;1,3;null;20,2;29,7;23,2;18,8;78,3;59;1,6;
2021-11-20;3,8;null;1,6;31,9;25,5;20,2;66,3;50;,6;
2021-11-21;5,2;null;10,4;31,7;25,5;21;73,8;56;,9;
2021-11-22;4,8;null;0;33,3;25,8;20,8;70;46;,8;
2021-11-23;4,9;null;5,5;33,5;26,2;20,4;66;52;1,5;
2021-11-24;4,9;null;0;34,3;27,3;21,5;57;37;1,2;
2021-11-25;3,1;null;0;33,7;27,6;21,5;54,8;41;,6;
2021-11-26;2,3;null;0;31,7;26,3;23;67;60;,8;
2021-11-27;1,6;null;0;32,9;27;21,6;64,3;46;2,4;
2021-11-28;1,9;null;,1;31,6;26,4;22,6;70;59;1,7;
2021-11-29;1,6;null;13;30,9;25,3;20,4;66;49;1,2;
2021-11-30;2;null;,2;29,6;23,1;20;81,3;61;1,1;
2021-12-01;,7;null;21,9;31,8;25,5;19,8;74,3;55;1,7;
2021-12-02;2;null;11,7;32,1;24,9;20,7;73,5;54;1,4;
2021-12-03;3,2;null;1,1;33,7;25,2;19,9;73,3;41;1,9;
2021-12-04;5;null;18,8;32,3;26,3;19,3;64,3;54;1,4;
2021-12-05;4,9;null;0;31,7;24,5;20,1;74,5;49;1,1;
2021-12-06;4,6;null;42;30,2;25;20;80,5;80;1;
2021-12-07;3,6;null;5,1;30;24,1;19,7;72,8;61;1;
2021-12-08;3,3;null;,6;32,5;26;20,3;62;42;1,5;
2021-12-09;5,5;null;0;32,1;26,2;21,1;58;45;1,5;
2021-12-10;5,1;null;2,3;32,3;25,3;21,7;71,3;48;,6;
2021-12-11;4,7;null;23,7;30,9;25,9;22,1;70,3;59;1,4;
2021-12-12;4,1;null;,6;31,3;24,8;21,3;78;58;1,4;
2021-12-13;3,6;null;27,4;28,5;24,1;21;87;77;,4;
2021-12-14;2,8;null;25,6;26,1;23,1;20,6;87,3;87;,6;
2021-12-15;1,6;null;4,9;30;23,9;20,4;83;62;,7;
2021-12-16;2,1;null;3,7;30,4;23,7;20;74,5;51;1,5;
2021-12-17;4;null;0;31,4;25,9;20,3;66,3;50;1,1;
2021-12-18;5,3;null;14,6;32,1;24,9;20;80,8;68;,1;
2021-12-19;2,5;null;1,9;30,5;24,7;21,5;84,8;71;1;
2021-12-20;2,4;null;64,6;31;23,9;21;85;60;,4;
2021-12-21;3,2;null;45,8;33,4;25,8;20,4;76,5;53;,5;
2021-12-22;3,3;null;7,8;31,3;25;20,8;78,8;74;1;
2021-12-23;3,7;null;3,8;30,1;25,4;21,1;75,5;69;,7;
2021-12-24;2,9;null;7,8;26,1;22,3;19,4;84;79;,3;
2021-12-25;1,9;null;2;31,9;25,6;17,9;55,3;45;1,1;
2021-12-26;5,8;null;0;32,9;26,5;20,2;57;42;,9;
2021-12-27;6,9;null;0;33,3;27;19,2;52,8;38;1,3;
2021-12-28;6,9;null;0;31,7;25;20,1;73;54;1,8;
2021-12-29;3,5;null;,4;29,6;24,8;21,1;68,8;57;2,2;
2021-12-30;4;null;36,1;25,8;21,9;19,1;89,5;70;,5;
2021-12-31;1,5;null;22;27,5;22,9;19,2;83;79;1;
2022-01-01;null;null;17,3;24,3;22;19,3;89,8;85;,5;
2022-01-02;null;null;27,2;28,4;23,3;19,7;83,8;77;1,3;
2022-01-03;null;null;12,1;30;24,2;20,3;76,8;65;1,3;
2022-01-04;null;null;1,2;29,4;25;20,8;71,5;59;1,4;
2022-01-05;null;null;,3;30,7;24,6;20,7;75;50;1,6;
2022-01-06;null;null;1;30;24,2;20,2;77,3;55;1,4;
2022-01-07;null;null;7,2;24,9;22,7;20,6;90;87;,5;
2022-01-08;null;null;13,1;23,3;21,4;18,5;93,5;89;,5;
2022-01-09;null;null;20,5;26,1;null;null;85,5;71;1,3;
2022-01-10;null;null;4,3;24,6;22;20;87;85;1;
2022-01-11;null;null;37,7;24,9;22;18,9;84;73;4,5;
2022-01-12;null;null;4,9;24,3;22,1;19,7;85;81;,9;
2022-01-13;null;null;6,8;30,4;24;19;70,8;54;1,7;
2022-01-14;null;null;0;34,3;27,3;19,3;57,8;44;,7;
2022-01-15;null;null;0;35,2;27,1;18,1;39,8;27;1,1;
2022-01-16;null;null;0;34,7;27,5;19,4;48;36;,4;
2022-01-17;null;null;0;33,5;25,1;21,1;70,3;42;1,2;
2022-01-18;null;null;10,4;31,2;24,5;19,8;71;58;,2;
2022-01-19;null;null;0;32,5;25,4;20,2;63;49;1,4;
2022-01-20;null;null;0;33,9;27,6;19,8;46,3;35;1,1;
2022-01-21;null;null;0;34,5;25,7;19,4;58,3;29;,9;
2022-01-22;null;null;0;34,3;25,7;19,6;68;44;,6;
2022-01-23;null;null;2,3;33,7;27,7;19,8;52;39;,4;
2022-01-24;null;null;0;35,4;28,5;22,2;49;32;,5;
2022-01-25;null;null;0;30,4;25,4;21,5;69,8;52;1,1;
2022-01-26;null;null;77,5;31;24;18,6;69,5;48;1;
2022-01-27;null;null;0;29,3;24,8;20,1;68,5;61;1,1;
2022-01-28;null;null;69,6;31,1;24,4;18,6;67,8;49;1,7;
2022-01-29;null;null;0;29,7;24,5;20,3;67,3;50;1,9;
2022-01-30;null;null;2;30,2;24,2;19,7;70,5;47;1,8;
2022-01-31;null;null;0;29,7;24,1;19,7;71,5;56;,7;
2022-02-01;null;null;0;29,8;24,3;20;71,5;55;1,4;
2022-02-02;null;null;0;31,5;25,4;21,1;70;52;1,8;
2022-02-03;null;null;0;32,9;27;21,3;59,5;48;1,1;
2022-02-04;null;null;0;32,9;27,3;21;58,5;43;1,4;
2022-02-05;null;null;0;32,5;25,1;22,6;74,5;59;,7;
2022-02-06;null;null;13,8;31,3;25,4;19,9;65,5;55;,9;
2022-02-07;null;null;40,4;29,7;23,5;19;76,5;56;,9;
2022-02-08;null;null;42,4;30,1;23,1;19,2;83;56;,8;
2022-02-09;null;null;31,6;29,7;23,5;19,4;78;62;1,1;
2022-02-10;null;null;10,6;23,9;21,6;19,6;87;79;,9;
2022-02-11;null;null;34;27,7;22,2;17;84,3;68;1,2;
2022-02-12;null;null;0;30,3;23,9;19,6;81,8;72;,5;
2022-02-13;null;null;49,6;30,1;23,6;18,4;76,8;57;,7;
2022-02-14;null;null;,2;29,8;23,8;18,9;79;56;1,1;
2022-02-15;null;null;2,2;32,4;25,1;20;70,8;42;,8;
2022-02-16;null;null;27,6;32,9;25,3;19,6;72,8;45;1;
2022-02-17;null;null;86,2;28,9;23,2;18,5;71,5;61;1,6;
2022-02-18;null;null;0;31,1;23,7;19;80;47;1,4;
2022-02-19;null;null;12,9;25,8;21,4;19,3;90,5;92;,5;
2022-02-20;null;null;29,3;27,6;21,8;18,1;88,5;88;,6;
2022-02-21;null;4,9;22;33,2;24;19,2;79,3;62;1,6;
2022-02-22;null;null;1,2;32,3;25;20;66,8;48;,9;
2022-02-23;null;null;0;32,6;26,4;20,3;57,8;40;1,1;
2022-02-24;null;null;31,6;31,9;25,4;20,1;67,3;58;,8;
2022-02-25;null;null;0;34;26,1;20;65,5;43;,3;
2022-02-26;null;null;2,2;33,9;27,6;21,5;56,5;41;,6;
2022-02-27;null;null;0;33,7;28,1;21,1;49,5;42;,6;
2022-02-28;null;null;0;33,5;27,3;20,5;51,5;34;,9;
2022-03-01;null;null;0;33,7;27,6;21,4;50,8;null;1;
2022-03-02;null;null;0;31,6;24,4;19,8;66,3;null;,6;
2022-03-03;null;null;2,1;28,9;22,8;19,6;77,8;null;,8;
2022-03-04;null;null;,2;30,9;23;18,3;75,5;null;,8;
2022-03-05;null;null;3,4;32,1;24,3;18,8;73,3;null;,5;
2022-03-06;null;null;2,4;32,7;25,3;18,8;60;null;,9;
2022-03-07;null;null;0;33,1;26,2;20,7;60,8;null;1;
2022-03-08;null;null;0;33,4;26,2;20,9;56,3;null;,2;
2022-03-09;null;null;0;33,3;26,2;18,7;53,8;null;0;
2022-03-10;null;null;0;34,1;26,9;19,8;55;null;,2;
2022-03-11;null;null;0;33,8;26,6;21,1;61,8;null;1;
2022-03-12;null;null;7;32,3;24,3;19,8;70,8;null;,9;
2022-03-13;null;null;,8;32;25,5;19,9;65,5;null;1,1;
2022-03-14;null;null;20,9;30,6;23,5;20;79,3;null;1,6;
2022-03-15;null;null;5,7;31,3;23,6;20,1;79;null;,1;
2022-03-16;null;null;19,7;28,5;23,4;19,9;86,5;null;,4;
2022-03-17;null;null;1,8;32,3;24,8;20;77;null;,8;
2022-03-18;null;null;24,2;32,5;26;20,6;67;null;,2;
2022-03-19;null;null;0;32,7;26,7;21,2;62,8;null;,9;
2022-03-20;null;null;0;33,3;27,2;20,5;52;null;,8;
2022-03-21;null;null;0;33,7;26,8;20;54,5;null;1,1;
2022-03-22;null;null;0;31,9;26,1;20,9;57,3;null;1,2;
2022-03-23;null;null;0;32,9;26,2;20,6;58;null;1;
2022-03-24;null;null;3,9;32,3;26;21,3;64,3;null;,7;
2022-03-25;null;null;0;30,3;25,1;22,2;74,3;null;,9;
2022-03-26;null;null;,4;33,7;26,7;19,8;60;null;,4;
2022-03-27;null;null;0;32,7;25,3;21,4;67,5;null;1;
2022-03-28;null;null;8,8;31,9;25;19,1;67,3;null;,3;
2022-03-29;null;null;0;34,1;26,4;19,4;58,8;null;6,2;
2022-03-30;null;null;0;33,4;25,6;20;68,3;44;,6;
2022-03-31;null;null;0;33,8;26,9;19,9;56,5;39;1,4;
2022-04-01;null;null;0;32,4;26,6;21,1;53,8;null;,9;
2022-04-02;null;null;0;33,9;27,8;22;53,3;null;,8;
2022-04-03;null;null;0;32,7;26,8;21,4;55,3;null;1,1;
2022-04-04;null;null;0;33,6;27,1;19,5;47,3;null;1,6;
2022-04-05;null;null;0;33,9;27,7;20;43;null;1,4;
2022-04-06;null;null;0;34,8;27,6;20,4;53,3;null;1;
2022-04-07;null;null;0;34,3;27,5;20,2;49,8;null;,5;
2022-04-08;null;null;0;33;26,1;21,3;70;null;1,1;
2022-04-09;null;null;0;33,6;26;20,4;72;null;,8;
2022-04-10;null;null;3,3;33,8;25,5;21,3;81;null;0;
2022-04-11;null;null;17;33,2;25,9;19,9;65,3;null;,9;
2022-04-12;null;null;0;32,3;24,7;22,1;78,5;null;1;
2022-04-13;null;null;30,8;32,6;26,9;19,5;61,8;null;1;
2022-04-14;null;null;0;32,3;26,2;20,3;62,3;null;1,4;
2022-04-15;null;null;0;30,7;24,8;19,4;61,5;null;1,2;
2022-04-16;null;null;0;31,3;24,4;18,3;51;null;1,3;
2022-04-17;null;null;0;32,8;24,7;16;45,8;null;1,3;
2022-04-18;null;null;0;32,7;25,9;19,4;55,5;null;,5;
2022-04-19;null;null;0;31,5;25,2;19,2;54,8;null;,4;
2022-04-20;null;null;0;32,7;25,4;17,8;44;null;1;
2022-04-21;null;null;0;32,9;25,2;16,8;44,8;null;1;
2022-04-22;null;null;0;32,7;25,1;17,8;49,8;null;,2;
2022-04-23;null;null;0;32,7;26,1;16,8;48,8;null;,6;
2022-04-24;null;null;0;33,7;25,6;14,9;51,8;null;,6;
2022-04-25;null;null;0;33,3;26,7;19,5;51,3;null;,6;
2022-04-26;null;null;0;33,4;26,2;19,3;50,5;null;1,6;
2022-04-27;null;null;0;32,5;25,6;18,3;54,3;null;1;
2022-04-28;null;null;0;32,6;27;21,5;46;null;,9;
2022-04-29;null;null;0;33,3;25,9;18,4;49;34;1,5;
2022-04-30;null;null;0;32,5;24,8;17,8;46;24;,7;
2022-05-01;null;null;0;32,7;25;17,1;44,5;null;,3;
2022-05-02;null;null;0;33,2;26;17,3;43,3;null;1,7;
2022-05-03;null;null;0;32,3;26,1;21,9;55,3;null;,9;
2022-05-04;null;null;0;30,7;24,2;18,4;66,3;null;1,3;
2022-05-05;null;null;0;29,7;23,2;18,2;60,8;null;,4;
2022-05-06;null;null;0;32,3;25,3;17,6;53;null;3,5;
2022-05-07;null;null;0;32,1;24,7;18,8;65;null;,6;
2022-05-08;null;null;0;31,3;25,2;20,5;63,3;null;,4;
2022-05-09;null;null;0;31,8;25,1;18,3;49,8;null;,3;
2022-05-10;null;null;0;31,6;24,8;18;51,8;null;,5;
2022-05-11;null;null;0;31,2;24;17,9;57,8;null;1,1;
2022-05-12;null;null;,3;31;24,3;17,4;60,3;null;,7;
2022-05-13;null;null;0;31,9;25,1;18,6;55;null;1,2;
2022-05-14;null;null;0;33,6;25,7;19,3;57;null;,7;
2022-05-15;null;null;,8;31,5;null;null;59,3;null;,2;
2022-05-16;null;null;1,1;28,3;22,8;18,3;69,8;null;1,4;
2022-05-17;null;null;0;26;19,1;16,7;61;null;1,7;
2022-05-18;null;null;0;20,1;14,5;11,4;57,3;null;1,8;
2022-05-19;null;null;0;21,7;15,1;7,8;59;null;1,3;
2022-05-20;null;null;0;25,2;16,6;9,2;59,5;null;,7;
2022-05-21;null;null;0;28,5;18;8,8;61,3;null;0;
2022-05-22;null;null;0;30,6;19,1;9,5;62,5;null;,3;
2022-05-23;null;null;0;31,1;20,9;11,4;65,3;null;,3;
2022-05-24;null;null;0;31,7;23,3;14,6;64,8;null;0;
2022-05-25;null;null;0;30,1;22,8;17,4;53;null;,3;
2022-05-26;null;null;0;30,7;22,7;15,4;55;null;,6;
2022-05-27;null;null;0;31,2;23,5;18;56,5;null;,8;
2022-05-28;null;null;0;31,2;23,4;17,6;56;null;,4;
2022-05-29;null;null;0;32,2;22,7;15,5;52,8;null;0;
2022-05-30;null;null;0;33,4;22,7;13,7;48,3;22;,3;
2022-05-31;null;null;0;33,3;23,3;14,7;48,5;25;0;
2022-06-01;null;null;0;34,1;23,5;14;48,8;null;1,1;
2022-06-02;null;null;0;33,5;23,9;15,2;46;null;,2;
2022-06-03;null;null;0;33,3;24,4;15,1;45;null;1,2;
2022-06-04;null;null;0;32,6;24,4;16,3;49,8;null;,9;
2022-06-05;null;null;0;32,2;24;17,2;49,8;null;1,8;
2022-06-06;null;null;0;31,1;23,7;17,3;48,5;null;,8;
2022-06-07;null;null;0;32,7;23,6;16,1;52,5;null;,4;
2022-06-08;null;null;0;32,3;23,7;15,4;52,3;null;,2;
2022-06-09;null;null;0;32,2;23,8;16,7;59,8;null;,9;
2022-06-10;null;null;0;29,7;22,4;17;63;null;1,1;
2022-06-11;null;null;0;27,8;21,6;16,3;64;null;1,1;
2022-06-12;null;null;0;24,1;19,5;15,8;70,5;null;1,1;
2022-06-13;null;null;0;28,2;21;14,1;41,8;null;1,2;
2022-06-14;null;null;0;32,5;23,6;15,6;53,8;null;,9;
